"Date","BA-CCases","BA-CNewDeaths","BA-PCases","BA-PNewDeaths","CACases","CANewDeaths","CHCases","CHNewDeaths","CBCases","CBNewDeaths","CDCases","CDNewDeaths","CRCases","CRNewDeaths","ERCases","ERNewDeaths","FOCases","FONewDeaths","JYCases","JYNewDeaths","LPCases","LPNewDeaths","LRCases","LRNewDeaths","MDCases","MDNewDeaths","MICases","MINewDeaths","NECases","NENewDeaths","RNCases","RNNewDeaths","SACases","SANewDeaths","SJCases","SJNewDeaths","SLCases","SLNewDeaths","SCCases","SCNewDeaths","SFCases","SFNewDeaths","SECases","SENewDeaths","TFCases","TFNewDeaths","TUCases","TUNewDeaths","Total","D","NC","ND"
"2020-03-03","This template needs to be updated.  Please update this template to reflect recent events or newly available information. Relevant discussion may be found on  the talk page.",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","1","0","1"
"2020-03-04","0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","1","0","0"
"2020-03-05","0",NA,"2",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","2","0","1"
"2020-03-06","0",NA,"6",NA,"1",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","8","0","6"
"2020-03-07","0",NA,"7","1","1",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","9","1","1"
"2020-03-08","1",NA,"9","1","2",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","12","1","3"
"2020-03-09","0",NA,"10","1","2",NA,"0",NA,"2",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","17","1","5"
"2020-03-10","0",NA,"11","1","3",NA,"0",NA,"2",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","19","1","2"
"2020-03-11","0",NA,"12","1","4",NA,"0",NA,"2",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","21","1","2"
"2020-03-12","0",NA,"15","1","8",NA,"0",NA,"4",NA,"0",NA,"3",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","31","1","10"
"2020-03-13","0",NA,"17","1","9",NA,"0",NA,"4","1","0",NA,"3",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","34","2","3"
"2020-03-14","1",NA,"26","1","11",NA,"0",NA,"5","1","0",NA,"3",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0","45","2","11"
"2020-03-15","0",NA,"32","1","12",NA,"0",NA,"7","1","0",NA,"3",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"1",NA,"0",NA,"2",NA,"0","56","2","11"
"2020-03-16","0",NA,"37","1","16",NA,"0",NA,"11","1","0",NA,"3",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"1",NA,"0",NA,"1",NA,"0",NA,"2",NA,"0","65","2","9"
"2020-03-17","0",NA,"40","1","17",NA,"0",NA,"12","1","0",NA,"4",NA,"0",NA,"1",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"2",NA,"1",NA,"0",NA,"1",NA,"1",NA,"1",NA,"0",NA,"2",NA,"0","79","2","14"
"2020-03-18","0",NA,"53","2","23",NA,"0",NA,"13","1","0",NA,"5",NA,"0",NA,"3",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"2",NA,"1",NA,"0",NA,"1",NA,"1",NA,"1",NA,"0",NA,"2",NA,"0","97","3","19"
"2020-03-19","1",NA,"67","2","38",NA,"0",NA,"15","1","0",NA,"8",NA,"0",NA,"3",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"3",NA,"1",NA,"0",NA,"1",NA,"1",NA,"2",NA,"0",NA,"2",NA,"1","128","3","31"
"2020-03-20","0",NA,"80","2","49",NA,"0",NA,"16","1","0",NA,"13",NA,"1",NA,"4",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0",NA,"0",NA,"2",NA,"4",NA,"1",NA,"0",NA,"1",NA,"1",NA,"2",NA,"1",NA,"3",NA,"1","158","3","30"
"2020-03-21","0",NA,"113","2","64","1","0",NA,"21","1","0",NA,"17",NA,"3",NA,"4",NA,"0",NA,"1",NA,"0",NA,"0",NA,"5",NA,"0",NA,"2",NA,"5",NA,"1",NA,"0",NA,"1",NA,"1",NA,"4",NA,"1",NA,"6",NA,"2","225","4","67"
"2020-03-22","1",NA,"127","2","72",NA,"0",NA,"28","1","0",NA,"25",NA,"3",NA,"4",NA,"0",NA,"1",NA,"0",NA,"0",NA,"5",NA,"0",NA,"2",NA,"5",NA,"1",NA,"0",NA,"1",NA,"1",NA,"4",NA,"2",NA,"6",NA,"7","266","4","41"
"2020-03-23","0",NA,"141","2","77","1","0",NA,"33","1","0",NA,"28",NA,"3",NA,"4",NA,"0",NA,"1",NA,"0",NA,"0",NA,"5",NA,"0",NA,"2",NA,"5",NA,"1",NA,"0",NA,"1",NA,"1",NA,"17",NA,"2",NA,"6",NA,"7","301","4","36"
"2020-03-24","0",NA,"174","2","107","2","0",NA,"46","2","0",NA,"35",NA,"4",NA,"4",NA,"0",NA,"1",NA,"1",NA,"0",NA,"5",NA,"0",NA,"3",NA,"5",NA,"1",NA,"0",NA,"1",NA,"2",NA,"19",NA,"2",NA,"9",NA,"7","387","5","86"
"2020-03-25","1",NA,"211","3","137","2","0",NA,"54","3","0",NA,"50",NA,"4",NA,"7",NA,"0",NA,"1",NA,"1",NA,"0",NA,"6",NA,"0",NA,"4",NA,"5",NA,"1",NA,"0",NA,"5",NA,"8",NA,"43",NA,"2",NA,"11",NA,"9","502","8","117"
"2020-03-26","3",NA,"262","4","164","4","0",NA,"58","4","0",NA,"53",NA,"5",NA,"10",NA,"0",NA,"3",NA,"1",NA,"0",NA,"8",NA,"0",NA,"7",NA,"5",NA,"1",NA,"0",NA,"6",NA,"9",NA,"55",NA,"2",NA,"14",NA,"13","589","12","87"
"2020-03-27","4",NA,"285","5","193",NA,"0",NA,"63","4","0",NA,"58",NA,"11",NA,"10",NA,"0",NA,"3",NA,"1",NA,"0",NA,"9","1","1",NA,"10",NA,"7","1","1",NA,"0",NA,"6",NA,"9",NA,"64",NA,"3",NA,"14",NA,"14","690","17","101"
"2020-03-28","5",NA,"304","6","201","7","0",NA,"67","4","0",NA,"57",NA,"13",NA,"10",NA,"0",NA,"3",NA,"1",NA,"0",NA,"9","1","2",NA,"12",NA,"7","1","1",NA,"1",NA,"6",NA,"9",NA,"77",NA,"3",NA,"19",NA,"14","745","19","55"
"2020-03-29","2",NA,"338","6","217","8","0",NA,"73","4","0",NA,"73",NA,"16",NA,"10",NA,"0",NA,"3",NA,"3",NA,"1",NA,"10","1","2",NA,"15",NA,"7","1","1",NA,"1",NA,"6",NA,"9",NA,"90",NA,"3",NA,"22",NA,"14(1)","820","20","75"
"2020-03-30","1",NA,"366","6","253","8","0",NA,"86","4","0",NA,"80",NA,"20",NA,"13",NA,"0",NA,"3",NA,"3",NA,"1",NA,"12","1","2",NA,"20","1","7","1","1",NA,"1",NA,"6",NA,"9",NA,"111",NA,"3",NA,"32",NA,"15 (2)","966","24","146"
"2020-03-31","4",NA,"387","7","270","9","0",NA,"91","5","0",NA,"96","1","21",NA,"13",NA,"0",NA,"3",NA,"3",NA,"1",NA,"14","1","3",NA,"24","1","8","1","1",NA,"1",NA,"8",NA,"9",NA,"133",NA,"3",NA,"39",NA,"16 (2)","1054","27","88"
"2020-04-01","3",NA,"399","8","280","11","0",NA,"96","5","0",NA,"102","1","22",NA,"14",NA,"0",NA,"3",NA,"3",NA,"1",NA,"25","2","3",NA,"26","2","8","1","3",NA,"1",NA,"8",NA,"21",NA,"144","1","3",NA,"39",NA,"17 (2)","1133","31","79"
"2020-04-02","4",NA,"440","8","316","13","0",NA,"106","6","0",NA,"120","1","23",NA,"16",NA,"0",NA,"5",NA,"3",NA,"4",NA,"25","3","3",NA,"34","2","8","1","3",NA,"1",NA,"9",NA,"21",NA,"152","1","4",NA,"63",NA,"21 (2)","1265","36","132"
"2020-04-03","5",NA,"472","8","338","16","0",NA,"115","7","0",NA,"134","1","23",NA,"18",NA,"0",NA,"5",NA,"3",NA,"4",NA,"27","4","3",NA,"35","2","10","1","3",NA,"1",NA,"9",NA,"22",NA,"160","1","4",NA,"64",NA,"21(2)","1353","42","88"
"2020-04-04","6",NA,"520","8","364","17","0",NA,"121","7","0",NA,"138","1","23",NA,"18",NA,"0",NA,"5",NA,"3",NA,"6",NA,"29","4","3",NA,"43","2","14","1","3",NA,"1",NA,"9",NA,"23",NA,"165","1","4",NA,"72",NA,"22 (2)","1451","43","98"
"2020-04-05","1",NA,"564","9","397","18","0",NA,"121","7","0",NA,"143","2","25",NA,"19",NA,"0",NA,"5",NA,"3",NA,"8",NA,"31","4","3",NA,"54","2","17","1","3",NA,"1",NA,"10",NA,"23",NA,"176","1","4",NA,"75",NA,"22(2)","1554","46","103"
"2020-04-06","3",NA,"588","14","409","20","0",NA,"124","7","0",NA,"150","2","26",NA,"19",NA,"0",NA,"5",NA,"3",NA,"9",NA,"31","4","3",NA,"55","3","25","1","3",NA,"1",NA,"10",NA,"23",NA,"184","1","10",NA,"77",NA,"27(2)","1628","53","74"
"2020-04-07","7",NA,"622","16","443","24","0",NA,"140","7","0",NA,"154","2","26",NA,"20",NA,"0",NA,"5",NA,"3",NA,"9",NA,"33","4","3",NA,"60","3","28","1","3",NA,"1",NA,"10",NA,"31",NA,"187","1","9",NA,"79",NA,"28 (2)","1715","60","87"
"2020-04-08","7",NA,"648","18","460","25","0",NA,"148","7","0",NA,"155","2","27",NA,"20",NA,"0",NA,"5",NA,"4",NA,"9",NA,"41","4","3",NA,"84","4","35","1","3",NA,"1",NA,"10",NA,"31",NA,"189","1","9",NA,"81",NA,"28 (3)","1795","65","80"
"2020-04-09","5",NA,"674","23","488","32","0",NA,"156","8","0",NA,"160","2","31",NA,"22",NA,"0",NA,"5",NA,"4",NA,"14",NA,"49","4","3",NA,"88","4","40",NA,"3",NA,"1",NA,"10",NA,"31",NA,"196","2","9",NA,"81",NA,"29 (3)","1894","79","99"
"2020-04-10","14",NA,"708","24","507","33","0",NA,"161","8","0",NA,"173","2","31",NA,"22",NA,"0",NA,"5",NA,"5",NA,"14",NA,"54","4","3",NA,"89","4","52","2","3",NA,"1",NA,"10",NA,"37",NA,"197","2","9",NA,"83",NA,"29 (3)","1975","82","81"
"2020-04-11","3",NA,"749","26","544","37","0",NA,"177","8","0",NA,"205","2","31",NA,"22",NA,"0",NA,"5",NA,"5",NA,"18",NA,"56","4","3",NA,"90","4","71","2","3",NA,"2",NA,"10",NA,"40",NA,"200","2","12",NA,"86",NA,"30 (3)","2137","89","162"
"2020-04-12","6",NA,"772","27","586","40","0",NA,"178","8","0",NA,"205","3","31",NA,"21",NA,"0",NA,"5",NA,"5",NA,"19",NA,"57","4","3",NA,"93","4","78","2","3",NA,"2",NA,"10",NA,"40",NA,"203","2","12",NA,"90",NA,"30 (3)","2203","94","66"
"2020-04-13","5",NA,"785","28","601","41","0",NA,"199","8","0",NA,"215","4","31",NA,"21",NA,"0",NA,"5",NA,"5",NA,"22",NA,"59","4","3",NA,"94","4","86","2","3",NA,"2",NA,"10",NA,"40",NA,"205","2","12",NA,"94",NA,"30 (3)","2272","98","69"
"2020-04-14","3",NA,"806","30","667","43","0",NA,"209","9","0",NA,"226","5","31",NA,"21",NA,"0",NA,"5",NA,"5",NA,"28",NA,"62","5","3",NA,"96","4","101","3","3",NA,"2",NA,"10",NA,"40",NA,"207","2","12",NA,"96",NA,"30 (3)","2432","105","160"
"2020-04-15","7",NA,"841","34","729","44","0",NA,"226","9","1",NA,"232","6","31",NA,"21",NA,"0",NA,"5",NA,"5",NA,"34","1","63","6","3",NA,"96","4","106","3","4",NA,"2",NA,"10",NA,"40",NA,"209","2","12",NA,"99",NA,"30 (3)","2560","112","128"
"2020-04-16","7",NA,"863","37","759","49","0",NA,"226","10","2",NA,"244","6","32",NA,"22",NA,"0",NA,"5",NA,"5",NA,"34","1","68","6","3",NA,"96","4","115","3","3",NA,"2",NA,"10",NA,"40",NA,"212","2","12",NA,"106",NA,"30 (3)","2658","122","98"
"2020-04-17","10",NA,"880","38","794","52","0",NA,"237","10","1",NA,"250","6","32",NA,"22",NA,"0",NA,"5",NA,"5",NA,"35","2","68","7","4",NA,"99","4","119","3","3",NA,"2",NA,"10",NA,"40",NA,"218","2","12",NA,"108",NA,"30 (3)","2747","129","89"
"2020-04-18","7",NA,"905","48","825","54","0",NA,"246","10","1",NA,"252","6","32",NA,"22",NA,"0",NA,"5",NA,"5",NA,"35","2","69","7","5",NA,"101","4","126","3","3",NA,"2",NA,"10",NA,"40",NA,"221","2","12",NA,"108",NA,"30 (3)","2828","132","81"
"2020-04-19","3",NA,"919","49","873","55","0",NA,"251","10","2",NA,"263","7","32",NA,"22",NA,"0",NA,"5",NA,"5",NA,"39","2","70","7","5",NA,"102","4","130","3","3",NA,"2",NA,"10",NA,"40",NA,"222","2","12",NA,"111",NA,"30 (3)","2930","134","102"
"2020-04-20","2",NA,"954","50","915","55","0",NA,"258","11","2",NA,"263","9","35",NA,"22",NA,"0",NA,"5",NA,"5",NA,"39","2","70","8","5",NA,"105","4","144","6","3",NA,"2",NA,"10",NA,"41",NA,"224","2","12",NA,"111",NA,"31 (3)","3020","142","90"
"2020-04-21","8",NA,"1001","50","975","59","0",NA,"267","11","2",NA,"264","9","35",NA,"22",NA,"0",NA,"5",NA,"5",NA,"40","4","70","8","5",NA,"106","4","158","6","3",NA,"2",NA,"10",NA,"41",NA,"225","2","12",NA,"112",NA,"31 (3)","3133","151","113"
