"Date","ConurbanoCases","ConurbanoDeaths","ConurbanoRecoveries","ConurbanoICUActive","ConurbanoICUCases","ConurbanoTotalTests","ConurbanoPositiveTests","AlmiranteBrownCases","AlmiranteBrownDeaths","AlmiranteBrownRecoveries","AlmiranteBrownICUActive","AlmiranteBrownICUCases","AlmiranteBrownTotalTests","AlmiranteBrownPositiveTests","AvellanedaCases","AvellanedaDeaths","AvellanedaRecoveries","AvellanedaICUActive","AvellanedaICUCases","AvellanedaTotalTests","AvellanedaPositiveTests","BerazateguiCases","BerazateguiDeaths","BerazateguiRecoveries","BerazateguiICUActive","BerazateguiICUCases","BerazateguiTotalTests","BerazateguiPositiveTests","BerissoCases","BerissoDeaths","BerissoRecoveries","BerissoICUActive","BerissoICUCases","BerissoTotalTests","BerissoPositiveTests","BrandsenCases","BrandsenDeaths","BrandsenRecoveries","BrandsenICUActive","BrandsenICUCases","BrandsenTotalTests","BrandsenPositiveTests","CampanaCases","CampanaDeaths","CampanaRecoveries","CampanaICUActive","CampanaICUCases","CampanaTotalTests","CampanaPositiveTests","CanuelasCases","CanuelasDeaths","CanuelasRecoveries","CanuelasICUActive","CanuelasICUCases","CanuelasTotalTests","CanuelasPositiveTests","EnsenadaCases","EnsenadaDeaths","EnsenadaRecoveries","EnsenadaICUActive","EnsenadaICUCases","EnsenadaTotalTests","EnsenadaPositiveTests","EscobarCases","EscobarDeaths","EscobarRecoveries","EscobarICUActive","EscobarICUCases","EscobarTotalTests","EscobarPositiveTests","EstebanEcheverriaCases","EstebanEcheverriaDeaths","EstebanEcheverriaRecoveries","EstebanEcheverriaICUActive","EstebanEcheverriaICUCases","EstebanEcheverriaTotalTests","EstebanEcheverriaPositiveTests","ExaltacionDeLaCruzCases","ExaltacionDeLaCruzDeaths","ExaltacionDeLaCruzRecoveries","ExaltacionDeLaCruzICUActive","ExaltacionDeLaCruzICUCases","ExaltacionDeLaCruzTotalTests","ExaltacionDeLaCruzPositiveTests","EzeizaCases","EzeizaDeaths","EzeizaRecoveries","EzeizaICUActive","EzeizaICUCases","EzeizaTotalTests","EzeizaPositiveTests","FlorencioVarelaCases","FlorencioVarelaDeaths","FlorencioVarelaRecoveries","FlorencioVarelaICUActive","FlorencioVarelaICUCases","FlorencioVarelaTotalTests","FlorencioVarelaPositiveTests","GeneralLasHerasCases","GeneralLasHerasDeaths","GeneralLasHerasRecoveries","GeneralLasHerasICUActive","GeneralLasHerasICUCases","GeneralLasHerasTotalTests","GeneralLasHerasPositiveTests","GeneralRodriguezCases","GeneralRodriguezDeaths","GeneralRodriguezRecoveries","GeneralRodriguezICUActive","GeneralRodriguezICUCases","GeneralRodriguezTotalTests","GeneralRodriguezPositiveTests","GeneralSanMartinCases","GeneralSanMartinDeaths","GeneralSanMartinRecoveries","GeneralSanMartinICUActive","GeneralSanMartinICUCases","GeneralSanMartinTotalTests","GeneralSanMartinPositiveTests","HurlinghamCases","HurlinghamDeaths","HurlinghamRecoveries","HurlinghamICUActive","HurlinghamICUCases","HurlinghamTotalTests","HurlinghamPositiveTests","ItuzaingoCases","ItuzaingoDeaths","ItuzaingoRecoveries","ItuzaingoICUActive","ItuzaingoICUCases","ItuzaingoTotalTests","ItuzaingoPositiveTests","JoseCPazCases","JoseCPazDeaths","JoseCPazRecoveries","JoseCPazICUActive","JoseCPazICUCases","JoseCPazTotalTests","JoseCPazPositiveTests","LaMatanzaCases","LaMatanzaDeaths","LaMatanzaRecoveries","LaMatanzaICUActive","LaMatanzaICUCases","LaMatanzaTotalTests","LaMatanzaPositiveTests","LanusCases","LanusDeaths","LanusRecoveries","LanusICUActive","LanusICUCases","LanusTotalTests","LanusPositiveTests","LaPlataCases","LaPlataDeaths","LaPlataRecoveries","LaPlataICUActive","LaPlataICUCases","LaPlataTotalTests","LaPlataPositiveTests","LomasDeZamoraCases","LomasDeZamoraDeaths","LomasDeZamoraRecoveries","LomasDeZamoraICUActive","LomasDeZamoraICUCases","LomasDeZamoraTotalTests","LomasDeZamoraPositiveTests","LujanCases","LujanDeaths","LujanRecoveries","LujanICUActive","LujanICUCases","LujanTotalTests","LujanPositiveTests","MarcosPazCases","MarcosPazDeaths","MarcosPazRecoveries","MarcosPazICUActive","MarcosPazICUCases","MarcosPazTotalTests","MarcosPazPositiveTests","MalvinasArgentinasCases","MalvinasArgentinasDeaths","MalvinasArgentinasRecoveries","MalvinasArgentinasICUActive","MalvinasArgentinasICUCases","MalvinasArgentinasTotalTests","MalvinasArgentinasPositiveTests","MorenoCases","MorenoDeaths","MorenoRecoveries","MorenoICUActive","MorenoICUCases","MorenoTotalTests","MorenoPositiveTests","MerloCases","MerloDeaths","MerloRecoveries","MerloICUActive","MerloICUCases","MerloTotalTests","MerloPositiveTests","MoronCases","MoronDeaths","MoronRecoveries","MoronICUActive","MoronICUCases","MoronTotalTests","MoronPositiveTests","PilarCases","PilarDeaths","PilarRecoveries","PilarICUActive","PilarICUCases","PilarTotalTests","PilarPositiveTests","PresidentePeronCases","PresidentePeronDeaths","PresidentePeronRecoveries","PresidentePeronICUActive","PresidentePeronICUCases","PresidentePeronTotalTests","PresidentePeronPositiveTests","QuilmesCases","QuilmesDeaths","QuilmesRecoveries","QuilmesICUActive","QuilmesICUCases","QuilmesTotalTests","QuilmesPositiveTests","SanFernandoCases","SanFernandoDeaths","SanFernandoRecoveries","SanFernandoICUActive","SanFernandoICUCases","SanFernandoTotalTests","SanFernandoPositiveTests","SanIsidroCases","SanIsidroDeaths","SanIsidroRecoveries","SanIsidroICUActive","SanIsidroICUCases","SanIsidroTotalTests","SanIsidroPositiveTests","SanMiguelCases","SanMiguelDeaths","SanMiguelRecoveries","SanMiguelICUActive","SanMiguelICUCases","SanMiguelTotalTests","SanMiguelPositiveTests","SanVicenteCases","SanVicenteDeaths","SanVicenteRecoveries","SanVicenteICUActive","SanVicenteICUCases","SanVicenteTotalTests","SanVicentePositiveTests","TigreCases","TigreDeaths","TigreRecoveries","TigreICUActive","TigreICUCases","TigreTotalTests","TigrePositiveTests","TresDeFebreroCases","TresDeFebreroDeaths","TresDeFebreroRecoveries","TresDeFebreroICUActive","TresDeFebreroICUCases","TresDeFebreroTotalTests","TresDeFebreroPositiveTests","VicenteLopezCases","VicenteLopezDeaths","VicenteLopezRecoveries","VicenteLopezICUActive","VicenteLopezICUCases","VicenteLopezTotalTests","VicenteLopezPositiveTests","ZarateCases","ZarateDeaths","ZarateRecoveries","ZarateICUActive","ZarateICUCases","ZarateTotalTests","ZaratePositiveTests"
2021-01-13,3154,46,103,1,3154,4061,1226,213,3,4,0,0,89,27,95,1,4,1,1,108,27,60,4,1,0,1,29,10,25,0,0,1,1,3,1,23,0,1,0,0,0,0,34,0,0,0,0,4,4,33,0,0,0,0,162,49,13,0,0,1,1,17,4,84,0,1,0,0,175,49,79,0,4,0,0,232,69,4,0,0,0,0,0,0,43,1,0,0,0,34,19,75,2,0,0,1,194,53,4,0,0,0,0,1,0,30,1,0,0,0,78,29,89,3,3,-1,1,122,35,50,0,1,0,0,120,19,54,1,2,0,1,58,15,37,0,4,0,0,24,9,327,6,23,-1,2,175,54,168,1,1,2,2,671,177,140,7,6,-1,3,405,127,30,0,0,0,0,1,0,12,2,0,0,1,0,0,71,0,2,0,0,223,39,92,1,3,0,0,77,13,102,1,4,0,0,83,30,98,2,8,-1,0,202,37,159,0,2,0,0,209,66,13,0,1,0,0,3,1,252,5,5,0,2,213,168,51,0,1,0,0,42,16,141,0,6,0,0,91,30,78,1,6,0,0,195,44,21,0,0,0,0,4,4,133,2,4,0,0,7,1,83,1,3,0,0,1,0,95,0,3,0,0,9,0,31,0,0,0,0,0,0,12,1,0,0,0,0,0
2021-01-14,3301,31,108,2,3301,3714,943,138,4,3,0,1,73,18,94,0,5,0,0,77,12,78,1,3,1,1,30,9,17,0,0,0,0,6,2,11,0,1,0,0,0,0,60,1,1,0,1,4,4,20,0,0,0,0,135,53,7,0,1,0,0,22,7,58,0,5,-2,0,135,29,95,0,3,0,0,235,71,8,0,0,0,0,2,1,48,0,2,0,0,35,19,78,0,6,0,0,199,38,11,0,0,0,0,0,0,24,0,1,0,0,64,11,115,1,2,0,0,151,22,73,0,0,0,0,293,104,65,0,3,0,0,29,8,50,0,3,0,0,43,7,384,6,20,0,1,60,11,167,3,3,0,1,630,164,185,-4,2,1,0,350,109,31,0,0,0,0,0,0,12,0,0,0,0,0,0,66,1,3,0,0,198,18,92,0,0,0,0,78,17,156,1,3,0,0,74,28,134,5,2,0,0,159,42,139,0,4,0,0,157,3,27,1,0,0,0,22,2,211,3,7,2,2,81,41,47,0,2,0,0,42,14,139,3,4,0,0,72,18,96,0,5,0,0,221,50,26,0,0,0,0,2,2,123,1,3,0,0,22,9,111,2,5,0,0,1,0,83,2,5,0,0,12,0,7,0,1,0,0,0,0,15,0,0,0,0,0,0
2021-01-15,3108,22,97,5,3108,4276,1234,155,2,7,0,0,95,22,82,1,8,1,1,80,20,72,1,2,0,1,23,5,10,0,0,0,0,3,2,6,1,0,0,0,0,0,46,0,0,0,0,3,3,23,1,0,0,0,137,38,15,0,0,0,0,22,3,75,0,3,0,0,110,34,92,0,2,0,0,300,89,14,0,0,0,0,2,1,66,0,3,0,0,33,18,70,0,4,3,3,186,50,7,0,0,0,0,3,0,20,0,0,0,0,57,27,127,0,3,0,0,178,58,44,1,1,0,0,139,32,62,0,0,0,0,0,0,66,1,4,0,1,18,7,323,1,10,3,3,46,34,206,1,4,-1,0,669,190,184,3,2,0,2,755,195,34,1,0,0,0,0,0,13,0,0,0,0,0,0,77,0,7,0,0,193,42,70,1,2,0,0,79,11,102,1,12,0,0,71,20,105,0,1,0,0,205,82,151,1,1,-1,0,282,64,15,0,0,0,0,6,1,158,1,7,0,0,159,79,51,0,1,0,0,52,13,122,0,2,0,0,96,21,75,1,2,0,0,210,66,17,0,0,0,0,0,0,130,1,1,0,0,20,4,87,1,2,0,0,0,0,86,0,0,0,0,44,3,36,0,5,0,0,0,0,14,1,1,0,1,0,0
2021-01-16,2313,13,66,3,2313,2741,709,94,0,4,0,0,58,21,51,0,1,0,0,35,11,38,0,1,0,0,12,2,16,0,1,0,0,5,0,1,0,0,0,0,0,0,28,0,0,0,0,4,4,5,0,0,0,0,81,22,13,0,0,0,0,13,2,46,2,2,0,0,94,22,79,0,0,0,0,124,34,3,0,0,0,0,0,0,41,0,1,0,0,22,11,57,1,1,0,1,199,43,4,0,0,0,0,0,0,19,0,2,0,0,122,36,75,2,4,0,1,121,21,63,1,0,0,0,87,40,43,0,1,1,1,33,10,46,0,3,0,-1,58,8,301,1,4,0,2,130,21,164,0,0,1,1,610,150,117,0,7,0,0,288,75,33,0,0,0,0,0,0,8,0,0,0,0,0,0,59,0,3,0,0,138,36,66,3,2,0,1,37,9,73,1,4,1,1,50,6,69,1,4,0,1,98,38,66,0,1,0,0,113,5,23,0,2,0,0,1,0,143,0,6,0,0,84,51,29,0,1,0,0,52,11,102,1,3,0,0,28,8,45,0,1,0,0,5,0,7,0,0,0,0,4,4,91,0,0,0,0,33,8,76,0,2,0,0,0,0,83,0,4,0,0,2,0,28,0,1,0,0,0,0,8,0,0,0,0,0,0
2021-01-17,1718,51,64,1,1718,1469,410,65,3,2,0,0,44,3,48,1,2,0,0,65,22,54,0,2,0,0,26,9,6,0,0,0,0,0,0,6,-1,0,0,0,0,0,24,0,1,0,0,0,0,18,0,0,0,0,115,32,5,0,0,0,0,8,1,35,1,3,0,0,86,16,53,2,-1,0,0,78,30,2,0,1,0,0,0,0,11,0,2,0,0,22,10,49,3,0,0,0,76,15,6,0,0,0,0,0,0,24,0,3,0,0,69,46,74,3,2,0,1,38,13,29,4,0,0,0,1,1,19,0,1,0,0,0,0,28,1,1,0,0,0,0,181,7,14,1,1,65,21,79,4,0,-1,1,239,72,72,4,5,1,1,197,55,46,0,0,0,0,0,0,7,1,1,0,0,0,0,26,0,3,0,0,65,4,100,2,2,0,0,62,32,29,0,3,0,0,0,0,29,2,2,0,0,135,1,135,0,0,0,0,1,0,5,0,0,0,0,5,1,53,3,2,0,0,0,0,22,4,1,0,1,1,2,113,1,2,0,0,67,22,25,1,4,0,0,2,0,10,0,0,0,0,0,0,85,2,0,0,0,0,0,60,2,2,0,0,1,1,76,1,2,0,0,1,1,6,0,1,0,0,0,0,3,0,1,0,0,0,0
2021-01-18,1955,171,52,-1,1955,2434,699,106,11,2,0,0,22,5,48,5,0,0,0,43,12,23,2,2,-1,0,23,8,4,3,-1,0,0,0,0,3,0,0,0,0,0,0,15,1,0,-1,0,2,2,7,1,0,0,0,32,9,3,1,0,0,0,8,2,35,5,-1,0,0,67,14,81,6,2,0,0,168,34,4,0,0,0,0,0,0,109,3,3,0,0,152,84,47,3,0,0,0,31,11,2,0,0,1,1,0,0,12,0,0,0,0,4,1,68,7,0,-1,0,136,35,40,5,2,0,0,116,39,33,7,3,0,2,0,0,31,1,1,0,0,25,6,210,26,9,2,3,105,30,68,7,-1,-1,0,155,40,92,15,3,1,2,252,74,15,0,0,0,0,0,0,7,0,0,0,0,0,0,46,1,0,0,0,79,25,50,2,0,0,0,50,14,71,13,4,0,0,47,12,51,9,1,-2,0,216,36,89,3,3,0,0,269,62,17,0,2,1,1,11,0,70,15,-1,0,0,61,40,26,3,2,0,1,4,1,87,3,1,0,0,35,18,103,6,7,0,1,293,79,18,0,0,0,0,0,0,95,2,3,0,0,0,0,79,3,2,1,1,1,0,68,0,1,0,0,27,6,17,1,2,-1,0,0,0,5,1,1,0,0,0,0
2021-01-19,3268,84,91,3,3268,3886,1156,140,6,4,0,0,74,29,102,3,1,0,0,88,24,66,2,2,0,0,19,3,15,1,0,-1,0,3,0,11,0,0,0,0,0,0,85,1,0,0,0,0,0,6,0,0,0,0,146,38,6,0,0,0,0,21,3,77,5,0,1,1,99,25,67,3,0,0,1,150,46,9,0,0,0,0,2,2,27,1,2,0,0,62,16,53,1,2,0,1,136,23,13,0,1,0,0,0,0,22,1,1,0,0,73,36,142,8,1,1,1,140,44,49,3,2,0,1,84,36,51,4,4,0,0,52,20,71,0,2,1,1,58,15,394,16,11,1,2,78,25,185,4,4,-1,1,640,150,140,-1,5,0,1,567,148,53,0,0,0,0,0,0,10,0,0,0,0,0,0,67,0,15,0,0,209,32,84,3,2,0,1,22,7,120,6,4,1,1,98,32,141,3,2,-1,0,241,40,136,0,1,0,0,206,85,22,0,0,0,0,3,0,208,5,8,0,0,247,152,47,0,1,1,1,63,27,145,3,2,1,1,89,24,109,0,3,0,0,152,63,21,3,1,0,0,7,7,131,0,3,-1,0,32,3,101,1,4,0,1,3,0,107,1,2,0,0,22,1,28,0,1,0,0,0,0,7,1,0,0,0,0,0
2021-01-20,2464,28,76,6,2464,2026,549,88,5,3,0,1,33,9,84,2,3,-1,0,51,14,57,2,1,0,0,21,2,18,0,1,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,3,2,10,0,0,0,0,35,16,11,0,0,0,1,11,2,51,2,1,0,0,73,16,83,2,3,0,0,136,42,7,0,1,0,0,0,0,32,0,1,1,1,32,11,60,0,1,0,0,114,18,3,0,0,0,0,0,0,31,0,1,0,1,57,16,80,1,1,0,0,44,6,35,1,0,1,0,4,1,43,1,2,0,0,15,8,31,3,1,0,1,3,1,335,2,12,1,3,56,22,128,1,0,1,1,410,108,127,-1,5,2,1,294,71,26,0,1,0,0,1,1,10,1,0,0,0,0,0,44,0,8,0,0,91,6,72,0,2,0,0,48,6,94,1,3,0,0,57,21,78,0,3,0,0,157,50,103,1,1,0,0,45,11,18,0,0,0,0,4,0,155,2,5,0,0,65,42,35,1,1,-1,0,16,2,100,0,1,0,1,24,5,66,0,4,0,0,100,32,10,0,0,1,0,0,0,111,0,3,0,0,20,7,81,0,5,0,0,0,0,85,1,2,0,0,10,2,17,0,0,0,0,0,0,7,0,1,0,0,0,0
2021-01-21,2464,27,76,5,2464,2027,550,88,4,2,1,1,32,10,84,2,3,0,1,52,14,57,1,0,0,0,20,2,18,0,1,1,1,0,0,7,0,0,0,0,0,0,31,0,0,0,0,2,2,11,0,1,0,0,35,15,11,0,0,1,0,11,2,50,2,2,0,0,73,16,83,2,2,0,0,137,43,7,0,0,0,0,0,0,32,0,1,0,0,31,10,59,1,1,0,0,114,18,4,0,0,0,0,0,0,31,0,0,1,0,57,16,81,1,1,-1,0,43,6,35,1,0,0,1,4,1,44,1,2,0,0,14,8,31,2,2,0,0,2,0,336,1,12,1,3,56,21,129,1,1,0,2,410,109,127,0,5,1,1,293,70,25,0,0,0,0,0,0,11,0,0,0,0,0,0,43,1,9,0,0,92,6,72,1,1,0,0,48,6,93,2,3,0,0,57,21,78,0,2,0,0,158,51,102,0,0,0,1,46,11,17,0,1,0,0,3,0,155,3,5,-1,0,64,41,35,0,1,0,0,16,3,100,0,1,1,0,24,5,65,0,4,0,0,100,33,11,0,0,0,1,0,0,110,0,3,0,0,19,7,82,0,5,1,1,0,0,85,0,3,0,0,10,2,18,1,0,0,0,0,0,7,0,1,0,0,0,0
2021-01-22,4258,109,134,6,4258,6859,1844,219,11,7,0,1,86,35,144,4,4,0,0,114,40,80,0,3,0,0,20,3,30,1,1,0,0,7,4,8,0,0,0,0,0,0,91,2,0,0,0,6,6,50,0,1,0,0,265,75,9,0,0,0,0,31,6,86,1,3,0,1,271,46,130,2,4,0,0,477,142,5,0,0,0,0,3,1,70,3,3,0,0,87,45,93,2,4,0,0,287,75,5,0,0,0,0,0,0,25,0,0,0,0,177,49,142,7,1,1,1,217,37,79,1,3,0,0,294,121,96,0,3,0,0,152,27,94,1,3,0,0,56,9,481,16,13,-1,1,309,77,194,6,5,1,3,1088,259,254,6,5,2,2,825,229,41,0,0,1,1,0,0,18,0,0,0,0,0,0,91,1,9,0,0,361,73,112,4,4,0,0,97,21,191,4,6,0,0,223,76,149,7,10,0,1,350,84,181,1,4,0,0,289,14,26,1,1,1,2,31,3,255,12,6,2,6,306,201,62,4,1,0,1,64,13,140,3,-1,0,0,48,8,124,2,13,0,2,244,63,25,1,0,0,0,0,-1,157,2,6,0,1,17,2,133,1,4,0,0,0,0,132,1,6,-1,0,57,1,24,2,1,0,1,0,0,12,0,1,0,0,0,0
2021-01-23,2213,68,70,-1,2213,2837,735,96,6,2,0,2,35,16,60,3,3,0,2,82,16,54,1,2,2,2,0,0,11,0,2,0,0,4,1,9,0,0,0,0,0,0,20,0,3,0,0,1,1,17,1,0,0,1,177,46,24,0,0,1,1,18,8,55,0,1,0,0,82,29,81,2,1,1,1,131,37,8,1,1,0,0,0,0,49,2,0,0,0,47,31,54,2,6,-1,0,386,37,7,0,0,0,0,0,0,10,0,0,0,0,72,36,91,3,2,0,1,173,26,44,2,0,0,0,96,41,51,2,1,0,0,38,11,45,1,1,0,0,32,4,203,3,8,0,0,55,23,125,5,6,-2,2,534,111,110,2,2,0,1,242,105,31,1,0,-1,0,0,0,5,0,0,0,0,0,0,36,1,3,0,0,84,3,90,1,1,0,0,134,26,64,6,2,0,0,82,18,49,5,1,0,0,82,5,72,2,0,0,0,45,5,16,0,0,0,0,0,0,159,6,11,-1,0,76,49,45,0,2,0,0,3,0,108,6,4,0,0,25,12,48,0,3,0,0,93,30,14,0,0,0,0,1,1,106,2,2,0,0,0,0,58,0,0,0,0,7,7,74,2,0,0,1,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0
2021-01-24,1350,22,57,0,1350,1201,374,68,1,3,0,0,0,0,35,1,0,0,0,29,6,24,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,56,23,8,0,0,0,0,0,0,44,0,1,0,0,81,28,12,0,1,0,0,0,0,5,0,0,0,0,0,0,27,0,1,0,0,14,9,27,1,1,0,0,6,0,2,0,0,0,0,0,0,18,0,1,0,0,51,42,49,2,2,0,0,35,4,23,0,0,0,0,5,1,36,2,0,0,0,0,0,26,1,2,0,0,0,0,140,3,8,0,0,5,3,63,1,0,0,0,203,55,84,3,1,0,1,369,107,42,0,0,0,0,1,0,11,0,0,0,0,0,0,18,0,8,0,0,31,0,84,0,0,0,0,62,25,23,1,4,0,0,36,15,28,1,3,0,0,103,42,107,1,0,0,0,18,0,9,0,1,0,0,5,1,40,1,3,-1,0,0,0,17,0,0,0,0,2,0,79,0,7,0,0,47,4,21,0,1,0,0,2,0,2,0,1,0,0,0,0,55,0,5,0,0,27,3,45,2,0,0,0,0,0,56,1,0,0,0,13,6,6,0,0,0,0,0,0,5,0,1,0,0,0,0
2021-01-25,1841,46,86,-1,1841,2574,730,141,4,3,0,0,55,25,56,1,2,1,1,54,13,47,1,2,0,0,10,0,8,1,0,0,0,2,0,4,0,0,0,0,0,0,32,0,0,1,1,0,0,20,0,3,0,0,16,5,12,1,0,0,1,6,1,30,3,3,0,1,69,20,89,2,2,0,0,328,63,1,0,0,0,0,0,0,25,1,0,0,0,67,29,26,1,2,0,0,174,24,1,0,0,-1,0,0,0,22,1,0,0,0,16,3,65,3,1,-1,0,77,21,22,3,3,0,0,178,42,27,1,4,0,0,116,23,15,1,1,-1,0,11,4,172,7,19,1,2,108,17,44,3,2,-3,0,172,36,119,-7,3,1,1,246,80,13,2,0,0,0,0,0,5,2,1,0,0,0,0,38,2,0,0,1,62,23,65,1,2,0,0,21,14,89,1,1,0,0,37,25,78,3,0,0,0,251,61,47,2,1,0,2,69,50,7,0,0,0,0,9,1,79,0,9,0,0,111,70,18,1,0,0,0,31,5,90,2,4,0,0,19,2,91,2,4,1,1,213,62,14,0,0,0,0,2,2,74,0,4,0,0,23,4,75,1,7,0,0,-3,0,61,0,3,0,0,24,5,14,0,0,0,0,0,0,5,0,0,0,0,0,0
2021-01-26,3165,46,97,11,3165,3785,1144,183,1,1,0,0,42,27,109,1,0,0,0,57,10,70,0,2,0,1,22,2,15,0,0,0,0,3,0,5,0,0,0,0,0,0,77,0,1,0,0,7,7,9,0,0,0,0,130,41,15,0,0,0,0,20,6,70,0,2,0,0,145,49,98,3,2,0,0,539,157,5,0,0,0,0,0,0,52,1,1,0,0,56,27,64,1,5,1,1,231,27,5,0,0,0,0,0,0,18,0,0,0,0,40,6,90,1,2,1,1,113,24,60,1,2,0,0,145,26,73,1,4,1,1,73,23,82,1,0,0,0,23,10,371,5,16,-1,1,76,26,202,2,4,2,3,716,191,156,3,4,4,5,250,100,24,1,0,0,1,2,1,12,0,0,0,0,0,0,74,4,11,0,1,207,59,71,2,3,0,0,11,3,160,2,4,0,0,69,33,128,2,4,0,0,177,69,116,0,0,0,0,107,42,21,0,0,0,0,7,0,188,3,5,0,0,178,87,37,1,2,1,1,34,12,96,0,4,0,0,71,15,85,3,6,0,1,180,48,4,0,0,0,0,0,0,98,0,3,0,0,34,10,99,4,3,1,1,0,0,90,2,4,1,1,20,6,28,1,2,0,0,0,0,5,0,0,0,0,0,0
2021-01-27,3002,33,87,7,3002,3732,996,120,1,3,1,1,42,19,121,1,3,1,1,47,10,57,1,1,0,1,5,0,14,0,0,1,1,0,0,11,0,0,0,0,0,0,90,0,0,0,0,1,1,28,0,0,0,0,102,42,14,0,0,1,1,2,0,97,3,1,0,0,68,24,139,2,1,0,0,350,87,7,0,1,0,0,0,0,46,0,1,0,0,71,30,44,1,1,1,1,149,35,3,1,0,0,0,0,0,17,0,1,0,0,67,23,89,0,1,0,0,87,15,44,2,2,0,0,205,29,50,0,2,0,0,4,2,56,0,1,0,0,19,7,274,9,18,-1,4,159,33,115,3,2,0,1,587,147,224,2,4,-1,1,424,144,40,0,1,0,0,1,0,16,1,0,0,0,0,0,69,0,5,0,0,194,23,81,0,1,0,0,94,27,121,1,5,1,3,70,49,101,2,1,0,1,261,59,114,0,3,1,1,263,32,19,0,1,0,0,1,0,161,0,4,0,1,175,85,40,0,3,0,0,20,0,124,1,5,0,0,64,12,85,0,7,0,0,151,47,19,1,0,0,0,0,0,135,0,2,1,1,39,5,113,0,1,1,1,4,4,80,0,4,0,0,6,5,19,0,0,0,0,0,0,5,1,1,0,0,0,0
2021-01-28,2811,63,125,7,2811,3204,872,109,1,4,1,1,53,32,86,1,3,1,1,51,13,72,3,3,-1,1,6,0,12,0,1,2,2,2,0,5,0,0,0,0,0,0,52,2,1,1,1,0,0,23,0,1,0,0,68,17,12,1,0,0,0,32,4,68,7,1,0,1,167,43,103,1,0,0,0,224,57,3,0,1,0,0,0,0,48,1,3,0,0,52,10,65,4,4,1,3,237,27,11,0,0,0,0,0,0,15,0,0,0,0,88,41,90,0,12,0,0,102,17,59,0,2,0,0,154,34,36,1,0,0,0,14,9,48,3,2,0,0,30,1,396,5,25,-1,1,143,32,98,3,1,1,1,413,90,184,5,3,2,2,293,120,32,1,0,0,0,0,0,9,0,1,0,0,0,0,64,0,4,0,0,183,30,74,2,2,0,1,41,5,103,3,2,-1,0,51,33,143,2,-2,2,2,222,51,119,1,6,0,0,137,64,22,0,0,0,0,11,1,107,5,11,0,0,110,51,34,3,2,1,1,21,5,116,1,8,-1,0,49,11,90,2,8,0,0,166,45,21,1,0,0,1,14,1,79,0,7,0,0,40,16,86,1,6,-1,0,0,0,86,0,2,0,0,30,12,22,2,0,0,0,0,0,9,1,1,0,0,0,0
2021-01-29,2862,44,123,2,2862,3381,906,110,2,11,0,0,60,20,79,2,1,-1,2,88,21,67,0,4,1,1,8,0,18,0,0,2,2,2,1,7,0,0,0,0,0,0,64,0,2,0,0,10,10,25,1,0,0,0,117,45,18,0,0,0,0,15,5,46,2,2,1,1,80,16,96,0,3,-1,0,290,76,4,0,0,0,0,0,0,26,0,1,0,0,39,6,49,0,1,0,0,115,5,14,0,0,0,0,0,0,23,0,1,1,1,111,30,88,1,6,0,0,102,20,35,4,3,0,0,137,37,62,1,0,-1,0,50,17,63,0,0,0,0,17,4,311,3,18,1,2,54,8,152,5,1,-4,1,659,158,143,0,10,3,2,360,109,34,0,2,0,0,2,1,4,0,0,0,0,0,0,64,0,3,0,0,139,28,81,2,2,0,1,56,10,134,4,5,1,1,97,30,85,2,5,1,1,193,49,148,0,4,0,0,11,4,30,1,3,-1,0,10,1,158,3,10,-1,2,175,93,37,0,2,0,0,27,7,131,0,2,0,0,67,13,87,1,7,0,0,269,78,13,1,0,0,0,1,1,131,3,4,0,1,2,1,83,5,3,0,1,0,0,111,1,5,0,0,18,2,26,0,1,0,0,0,0,5,0,1,0,0,0,0
2021-01-30,1963,84,56,-1,1963,2373,508,75,4,0,0,0,51,22,60,2,2,1,1,71,13,40,3,3,0,0,12,1,31,0,0,0,0,4,0,5,0,0,0,0,0,0,37,0,1,0,1,1,0,22,0,1,0,0,111,38,31,0,2,-1,0,9,0,47,2,1,0,0,111,29,57,6,-1,0,0,98,27,10,0,0,0,0,0,0,44,3,1,0,0,59,32,55,2,2,-1,0,97,11,8,0,0,0,0,0,0,5,2,0,0,0,61,16,81,5,3,0,0,97,13,38,3,0,0,0,181,15,46,2,3,-1,0,14,2,29,2,0,0,0,17,5,208,8,5,1,1,88,23,148,1,1,0,0,450,67,91,0,2,0,0,214,71,23,1,2,0,0,0,0,20,0,0,0,0,0,0,43,0,6,0,0,149,22,88,4,2,0,0,73,32,74,4,3,0,0,35,19,50,3,0,0,0,88,10,64,1,1,0,0,143,9,25,2,0,0,0,4,0,96,7,4,0,0,58,12,30,4,2,0,1,2,1,69,1,0,0,0,24,3,26,0,5,0,0,23,7,6,1,0,0,0,1,1,51,3,2,0,0,21,2,60,2,1,0,0,4,4,53,6,1,0,0,2,1,13,0,1,0,0,0,0,4,0,0,0,0,0,0
