"Date","CasesNational","CasesCABA","CasesBuenosAires","CasesCatamarca","CasesChaco","CasesChubut","CasesCordoba","CasesCorrientes","CasesEntreRios","CasesFormosa","CasesJujuy","CasesLaPampa","CasesLaRioja","CasesMendoza","CasesMisiones","CasesNeuquen","CasesRioNegro","CasesSalta","CasesSanJuan","CasesSanLuis","CasesSantaCruz","CasesSantaFe","CasesSantiagoDelEstero","CasesTierraDelFuego","CasesTucuman"
"2020-04-05","1554","439","397","0","115","0","139","22","19","0","5","3","8","29","3","44","17","3","1","10","23","176","4","75","22"
"2020-04-06","1628","456","409","0","119","0","146","24","19","0","5","3","9","30","3","50","19","3","1","11","23","184","9","77","27"
"2020-04-07","1715","480","443","0","123","0","150","24","20","0","5","3","9","32","3","53","21","3","1","11","31","187","9","79","28"
"2020-04-08","1795","498","460","0","138","0","151","24","20","0","5","4","9","38","3","70","22","3","1","11","31","189","9","81","28"
"2020-04-09","1894","521","488","0","144","0","156","24","22","0","5","4","14","40","3","77","35","3","1","11","31","196","9","81","29"
"2020-04-10","1975","532","507","0","149","0","169","24","22","0","5","5","14","49","3","84","42","3","1","11","37","197","9","83","29"
"2020-04-11","2142","578","544","0","149","0","201","24","22","0","5","5","18","54","3","85","65","3","2","11","40","200","12","91","30"
"2020-04-12","2208","586","572","0","150","0","206","24","21","0","5","5","19","57","3","86","78","3","2","11","40","203","12","95","30"
"2020-04-13","2277","596","601","0","153","0","210","31","21","0","5","5","22","59","3","88","81","3","2","11","40","205","12","99","30"
"2020-04-14","2443","618","667","0","184","0","222","32","21","0","5","5","28","62","3","90","94","3","2","11","40","207","12","107","30"
"2020-04-15","2571","648","729","0","191","1","228","31","21","0","5","5","31","63","3","91","106","4","2","11","40","209","12","110","30"
"2020-04-16","2669","663","760","0","202","1","241","31","22","0","5","5","34","68","3","92","115","3","2","11","40","212","12","117","30"
"2020-04-17","2758","677","794","0","224","1","247","31","22","0","5","5","35","69","4","93","116","3","2","11","40","218","12","119","30"
"2020-04-18","2839","691","825","0","248","1","249","31","22","0","5","5","35","69","5","96","119","3","2","11","40","221","12","119","30"
"2020-04-19","2941","706","873","0","253","2","260","31","22","0","5","5","39","72","5","99","127","3","2","11","40","222","12","122","30"
"2020-04-20","3031","728","915","0","258","2","260","34","22","0","5","5","39","73","5","102","137","3","2","11","41","224","12","122","31"
"2020-04-21","3144","761","975","0","263","2","260","34","22","0","5","5","40","73","5","102","148","3","2","11","41","225","12","124","31"
"2020-04-22","3288","800","1036","0","270","2","264","34","22","0","5","5","45","74","5","103","165","3","2","11","41","230","12","124","35"
"2020-04-23","3435","837","1120","0","280","2","266","35","22","0","5","5","45","75","5","104","169","3","2","11","41","236","12","125","35"
"2020-04-24","3607","916","1181","0","287","2","269","39","22","0","5","5","47","75","6","104","180","3","2","11","42","239","12","126","34"
"2020-04-25","3780","971","1275","0","294","2","270","40","22","0","5","5","50","75","6","104","184","3","2","11","42","242","13","130","34"
"2020-04-26","3892","1007","1331","0","297","2","273","46","23","0","5","5","50","75","6","105","185","4","2","11","43","242","15","130","35"
"2020-04-27","4003","1039","1381","0","307","2","273","46","23","0","5","5","50","75","8","108","193","4","2","11","48","242","15","131","35"
"2020-04-28","4127","1089","1429","0","307","2","275","47","23","0","5","5","51","76","8","108","206","4","2","11","48","243","15","137","36"
"2020-04-29","4285","1123","1532","0","311","2","276","47","23","0","5","5","52","78","12","109","214","4","2","11","48","243","15","137","36"
"2020-04-30","4427","1168","1598","0","314","2","278","48","23","0","5","5","52","83","12","110","228","4","2","11","49","243","15","139","38"
"2020-05-01","4531","1197","1632","0","326","3","291","48","25","0","5","5","55","84","12","110","236","4","2","11","49","243","15","140","38"
"2020-05-02","4679","1255","1677","0","337","4","303","48","25","0","5","5","55","84","24","110","242","4","2","11","49","243","15","143","38"
"2020-05-03","4782","1304","1715","0","342","4","304","48","27","0","5","5","55","84","24","110","248","4","2","11","49","243","15","145","38"
"2020-05-04","4886","1347","1753","0","347","4","310","48","27","0","5","5","56","84","25","110","255","4","2","11","49","243","15","145","41"
"2020-05-05","5020","1404","1811","0","358","4","311","48","28","0","5","5","56","85","25","110","259","4","2","11","49","244","15","145","41"
"2020-05-06","5208","1506","1874","0","366","4","316","51","28","0","5","5","57","85","25","110","265","4","2","11","49","244","15","145","41"
"2020-05-07","5371","1583","1924","0","392","4","320","52","28","0","5","5","58","85","25","110","268","4","3","11","49","244","15","145","41"
"2020-05-08","5611","1713","2001","0","418","4","322","53","28","0","5","5","59","86","25","110","270","4","3","11","49","244","15","145","41"
"2020-05-09","5776","1796","2061","0","427","4","328","54","28","0","5","5","59","86","25","111","274","4","3","11","49","244","15","146","41"
"2020-05-10","6034","1961","2112","0","459","4","333","54","28","0","5","5","59","86","25","111","276","4","3","11","49","244","16","148","41"
"2020-05-11","6278","2099","2156","0","476","4","347","70","28","0","5","5","60","86","25","111","289","4","3","11","49","244","16","148","42"
"2020-05-12","6563","2287","2236","0","486","4","350","71","28","0","5","5","60","87","25","111","290","5","3","11","49","244","16","148","42"
"2020-05-13","6878","2465","2332","0","504","4","361","76","29","0","5","5","60","87","25","113","294","5","3","11","49","244","16","148","42"
"2020-05-14","7133","2619","2411","0","513","4","366","79","29","0","5","5","60","87","25","114","298","5","3","11","49","244","16","148","42"
"2020-05-15","7478","2833","2497","0","538","4","369","79","29","0","5","5","60","87","25","114","315","5","3","11","49","244","16","148","42"
"2020-05-16","7805","3026","2594","0","559","4","378","79","29","0","5","5","60","87","25","114","321","5","3","11","49","245","16","148","42"
"2020-05-17","8068","3173","2668","0","578","4","398","79","29","0","5","5","61","87","25","114","323","5","3","11","49","245","16","148","42"
"2020-05-18","8371","3342","2761","0","591","4","418","78","29","0","5","5","63","87","25","114","325","5","4","11","49","249","16","148","42"
"2020-05-19","8809","3566","2918","0","625","4","427","78","29","0","5","5","63","89","25","114","331","5","4","11","49","249","22","148","42"
"2020-05-20","9283","3823","3096","0","660","4","429","78","29","0","5","5","63","89","25","114","333","5","4","11","49","249","22","148","42"
"2020-05-21","9931","4202","3309","0","694","4","441","78","29","0","5","5","63","89","25","114","336","5","4","11","49","254","22","148","43"
"2020-05-22","9930","4606","3575","0","721","4","450","78","29","0","5","5","63","89","25","114","342","7","4","11","49","258","22","148","43"
"2020-05-23","10648","5006","3864","0","728","4","450","78","29","0","5","5","63","89","25","114","347","7","4","11","49","258","22","148","45"
"2020-05-24","11352","5500","4060","0","748","4","456","78","29","0","5","5","63","89","25","115","352","7","4","11","49","259","22","148","45"
"2020-05-25","12075","5877","4219","0","757","4","456","78","29","0","5","5","63","89","25","116","356","7","4","11","49","259","22","148","47"
"2020-05-26","12627","6205","4455","0","780","5","456","78","29","0","5","5","63","89","25","123","360","7","4","11","49","260","22","148","47"
"2020-05-27","13227","6566","4770","0","796","5","456","80","29","0","5","5","63","89","25","125","368","7","5","11","49","260","22","149","47"
"2020-05-28","14702","6991","5069","0","824","8","456","81","30","0","6","5","63","89","27","128","375","7","5","11","49","260","22","149","47"
"2020-05-29","15419","7389","5342","0","850","8","456","87","30","0","6","5","63","89","27","130","387","7","5","11","49","260","22","149","47"
"2020-05-30","16214","7848","5638","0","874","10","456","87","31","0","6","5","63","92","27","131","392","8","5","11","49","262","22","149","48"
"2020-05-31","16851","8206","5892","0","887","10","458","88","31","0","6","5","63","92","28","134","396","8","5","11","50","262","22","149","48"
"2020-06-01","17415","8480","6144","0","890","10","458","94","31","0","6","5","63","100","28","137","407","11","5","11","51","265","22","149","48"
"2020-06-02","18319","8851","6632","0","920","10","459","96","33","0","6","5","63","100","28","140","410","15","5","11","51","265","22","149","48"
"2020-06-03","19268","9318","7074","0","926","11","460","96","35","0","6","5","63","100","29","150","426","15","5","11","51","268","22","149","48"
"2020-06-04","20197","9755","7497","0","979","11","462","96","35","0","6","5","63","100","30","150","434","15","5","11","51","273","22","149","48"
"2020-06-05","21037","10177","7868","0","1008","14","463","96","39","0","6","5","63","100","30","151","442","15","5","11","51","274","22","149","48"
"2020-06-06","22020","10652","8325","0","1027","15","463","96","49","0","6","5","63","100","33","152","457","15","5","11","51","276","22","149","48"
"2020-06-07","22794","11011","8700","0","1045","20","463","96","51","0","6","5","64","100","36","152","467","16","5","11","51","276","22","149","48"
"2020-06-08","23620","11431","9045","0","1090","21","464","96","53","0","6","5","64","101","36","152","478","16","5","11","51","276","22","149","48"
"2020-06-09","24761","11966","9590","0","1118","26","466","97","55","0","8","5","64","102","36","157","491","16","5","11","51","278","22","149","48"
"2020-06-10","25987","12488","10212","0","1163","26","471","97","59","0","8","5","64","102","36","167","503","17","6","11","51","282","22","149","48"
"2020-06-11","27373","13026","10968","0","1211","26","474","100","65","0","8","5","64","103","37","181","517","17","6","11","51","284","22","149","48"
"2020-06-12","28764","13591","11712","0","1250","30","483","100","69","1","8","5","64","105","37","187","533","17","6","11","51","284","22","149","49"
"2020-06-13","30295","14149","12561","0","1299","39","489","101","71","27","8","5","64","105","37","200","546","19","7","11","51","285","22","149","50"
"2020-06-14","31577","14707","13197","0","1326","41","495","103","86","33","8","6","64","112","37","209","552","20","7","11","51","285","22","149","56"
"2020-06-15","32785","15282","13749","0","1364","63","497","104","88","33","8","6","64","112","38","212","564","20","7","11","51","285","22","149","56"
"2020-06-16","34159","15770","14546","0","1387","64","498","105","100","33","8","6","64","115","38","240","581","20","7","11","51","288","22","149","56"
"2020-06-17","35552","16292","15345","0","1407","72","504","107","105","33","9","6","64","116","38","251","595","21","7","11","51","290","22","149","57"
"2020-06-18","37510","16984","16452","0","1475","82","513","108","111","37","12","6","64","119","38","267","622","21","7","11","51","301","22","149","58"
"2020-06-19","39570","17788","17570","0","1506","85","532","113","115","37","13","6","64","122","38","294","656","21","7","11","51","312","22","149","58"
"2020-06-20","41204","18301","18583","0","1530","88","552","114","134","39","13","6","64","127","38","303","675","21","7","11","51","318","22","149","58"
"2020-06-21","42785","19008","19329","0","1582","94","565","114","144","39","13","6","64","132","38","312","691","21","7","11","51","335","22","149","58"
"2020-06-22","44931","20033","20366","0","1602","99","576","114","160","39","15","6","64","135","38","323","699","22","8","11","51","340","22","149","59"
"2020-06-23","47216","20792","21700","0","1657","101","599","114","177","45","18","6","65","143","38","352","718","22","8","11","51","369","22","149","59"
"2020-06-24","49851","21804","23163","0","1694","103","601","114","201","45","44","7","72","151","38","364","742","25","8","11","51","373","22","149","69"
"2020-06-25","52457","22746","24645","0","1755","104","607","114","218","45","45","7","74","152","39","384","792","25","8","11","51","394","22","149","70"
"2020-06-26","55343","23714","26337","0","1831","114","615","114","237","70","72","7","75","155","39","415","805","25","8","11","51","406","22","149","71"
"2020-06-27","57744","24563","27761","0","1883","114","630","115","249","70","75","7","76","161","39","431","819","27","8","11","51","411","22","149","72"
"2020-06-28","59933","25415","28986","0","1930","119","635","115","273","70","75","7","76","167","39","443","825","27","8","11","51","417","23","149","72"
"2020-06-29","62268","26359","30265","0","1961","120","637","117","278","70","91","7","80","168","40","461","849","30","8","11","51","420","24","149","72"
"2020-06-30","64530","27103","31639","0","2031","128","648","117","284","70","97","7","84","172","40","479","864","31","8","11","51","421","24","149","72"
"2020-07-01","67197","27944","33311","0","2091","136","659","118","293","74","114","7","85","179","40","491","877","33","8","11","51","422","25","149","79"
"2020-07-02","69941","28784","35044","0","2172","136","667","118","307","75","128","7","88","181","40","503","911","33","8","11","51","424","25","149","79"
"2020-07-03","72786","29619","36893","1","2209","148","675","118","318","75","148","7","91","184","40","531","934","41","8","11","51","429","25","149","81"
"2020-07-04","75376","30518","38410","6","2262","148","688","118","323","75","162","7","96","188","40","551","962","57","8","12","51","434","25","153","82"
"2020-07-05","77815","31285","39974","6","2309","154","702","119","329","75","163","7","102","195","40","560","965","59","8","12","51","437","25","153","85"
"2020-07-06","80447","32280","41451","7","2335","160","730","120","334","75","192","7","107","199","41","594","972","61","9","12","55","442","26","153","85"
"2020-07-07","83426","33306","43202","7","2357","160","778","121","344","75","222","7","110","222","41","616","997","69","9","12","55","451","27","153","85"
"2020-07-08","87030","34423","45424","28","2416","173","799","124","355","75","260","7","124","244","41","639","1008","75","9","12","55","465","35","153","86"
"2020-07-09","90693","35481","47796","38","2446","192","826","124","376","75","312","7","125","255","41","649","1031","84","9","12","57","480","36","154","87"
"2020-07-10","94060","36530","49915","38","2496","196","852","124","401","75","335","7","131","267","41","663","1057","86","9","12","60","486","36","154","89"
"2020-07-11","97509","37581","52028","39","2552","205","882","125","433","75","394","7","136","281","41","676","1082","107","9","12","60","505","36","154","89"
"2020-07-12","100166","38335","53661","39","2577","206","916","125","493","75","462","7","140","295","41","693","1096","109","9","12","61","528","36","160","90"
"2020-07-13","103265","39198","55663","39","2602","211","960","125","535","75","467","7","146","308","41","740","1123","117","9","12","61","539","36","160","91"
"2020-07-14","106910","40238","57926","39","2674","213","1003","127","557","75","483","7","154","335","41","761","1166","126","9","13","61","568","36","207","91"
"2020-07-15","111159","41458","60659","41","2751","218","1020","127","566","75","533","8","157","364","41","796","1194","128","14","13","70","591","36","207","92"
"2020-07-16","114783","42312","63204","41","2793","218","1060","129","576","75","560","8","161","386","41","811","1215","140","14","13","83","606","36","208","93"
"2020-07-17","119301","43395","66206","55","2858","227","1109","129","600","75","667","8","163","407","41","840","1272","140","14","14","103","632","36","212","98"
"2020-07-18","122524","44501","68023","55","2918","235","1213","129","615","75","674","8","180","451","41","856","1297","148","14","14","123","668","36","234","98"
"2020-07-19","126755","45616","70784","58","2966","238","1280","129","631","75","680","8","184","492","41","889","1320","171","14","14","182","691","37","239","98"
"2020-07-20","130692","46706","73340","58","2996","242","1319","129","649","75","764","8","184","517","41","906","1341","172","14","15","206","718","37","239","98"
"2020-07-21","136036","48159","76817","60","3031","253","1377","130","656","75","884","8","186","566","41","932","1375","177","16","15","222","753","38","248","99"
"2020-07-22","141818","49550","80619","60","3104","253","1464","130","680","76","1040","8","196","622","41","958","1432","196","17","17","239","802","39","258","99"
"2020-07-23","147945","50820","84919","60","3155","254","1566","131","711","77","1198","8","205","674","43","983","1486","197","19","18","263","836","43","262","99"
"2020-07-24","153438","51978","88710","60","3218","260","1622","131","722","78","1353","8","215","730","44","1001","1526","210","19","19","301","868","45","299","103"
"2020-07-25","158252","53099","91960","60","3260","262","1692","136","740","78","1389","33","230","790","47","1026","1554","239","19","19","309","898","48","335","111"
"2020-07-26","162444","53987","94877","60","3326","264","1772","138","761","78","1435","40","239","821","49","1051","1572","239","21","19","329","939","49","341","119"
"2020-07-27","167334","55046","98228","60","3358","263","1871","152","765","78","1527","50","249","882","48","1074","1634","224","22","20","344","972","44","373","132"
"2020-07-28","173273","56248","102395","60","3376","266","1946","146","769","78","1685","59","259","949","44","1095","1707","232","20","22","376","1035","41","398","149"
"2020-07-29","178914","57327","106247","60","3428","269","2057","162","784","79","1857","69","290","1014","44","1125","1762","241","20","24","420","1103","43","412","159"
"2020-07-30","185291","58566","110662","61","3521","274","2148","165","804","79","2018","75","301","1091","45","1152","1843","252","21","27","429","1153","45","445","196"
"2020-07-31","191220","59708","114573","61","3579","275","2256","168","813","79","2256","117","337","1215","51","1187","1947","259","20","26","454","1216","44","457","204"
"2020-08-01","196461","60676","118159","61","3638","285","2347","193","827","79","2341","146","340","1299","50","1195","2007","281","20","28","503","1294","46","504","224"
"2020-08-02","201837","61647","121956","63","3671","287","2434","197","847","79","2379","153","347","1394","56","1203","2063","298","20","28","521","1372","46","600","258"
"2020-08-03","206661","62698","125114","65","3702","292","2567","195","876","81","2481","158","352","1473","52","1224","2126","299","22","26","548","1435","47","644","266"
"2020-08-04","213453","64069","129451","63","3755","293","2714","191","898","82","2750","159","381","1579","51","1242","2323","341","22","31","564","1536","48","702","290"
"2020-08-05","220600","65536","134127","61","3825","302","2851","196","940","80","2885","165","408","1677","51","1323","2444","375","23","33","614","1637","66","745","318"
"2020-08-06","228113","66982","139114","61","3872","309","2995","200","999","81","2956","170","448","1794","52","1376","2666","417","22","32","635","1778","76","812","348"
"2020-08-07","235595","68217","144307","61","3949","311","3157","204","1056","81","3026","177","477","1918","51","1418","2771","471","22","33","699","1912","105","897","357"
"2020-08-08","241729","69183","148360","62","4003","327","3307","207","1087","82","3354","178","513","2042","49","1436","2841","539","23","33","707","2049","114","949","366"
"2020-08-09","246417","70056","151264","62","4069","348","3512","213","1164","83","3427","178","516","2150","52","1465","2903","585","22","34","748","2136","134","986","392"
"2020-08-10","253786","71113","156666","62","4085","350","3682","215","1209","84","3566","180","518","2244","53","1492","3008","607","22","31","805","2276","137","1054","419"
"2020-08-11","260829","72303","161242","62","4154","356","3830","217","1244","80","3884","180","519","2392","54","1499","3195","679","23","31","834","2431","157","1096","449"
"2020-08-12","268492","73466","165395","62","4218","366","3971","220","1310","80","4036","180","541","2581","53","1654","3375","746","23","32","868","2596","178","1142","481"
"2020-08-13","275990","74592","171381","63","4279","384","4146","222","1365","78","4203","181","639","2745","55","1719","3535","824","23","33","914","2764","199","1226","502"
"2020-08-14","282420","75596","175533","63","4328","390","4290","223","1465","78","4339","182","662","2910","56","1735","3653","927","22","34","957","2954","225","1263","535"
"2020-08-15","289083","76511","179971","63","4368","394","4451","225","1529","79","4496","183","717","3120","59","1807","3768","993","22","34","995","3133","251","1351","563"
"2020-08-16","294540","77473","183086","63","4436","403","4592","228","1631","80","4768","184","751","3330","59","1834","3854","1085","22","34","1037","3293","284","1408","605"
"2020-08-17","299108","78193","185612","65","4504","417","4763","230","1704","80","5010","185","796","3499","55","1898","3936","1173","22","34","1070","3432","328","1467","635"
"2020-08-18","305962","79250","190197","64","4549","424","4991","233","1750","79","5227","184","851","3623","55","1911","4074","1287","22","36","1089","3561","338","1489","678"
"2020-08-19","312655","80344","194500","63","4606","437","5091","236","1810","79","5360","186","905","3773","55","1961","4168","1401","22","36","1145","3763","379","1553","782"
"2020-08-20","320880","81624","199745","64","4701","455","5272","239","1861","80","5624","187","927","4040","53","2020","4329","1500","35","39","1178","4053","417","1600","837"
"2020-08-21","329039","82803","205067","63","4756","474","5454","243","1997","79","5874","187","978","4252","58","2067","4466","1590","36","39","1246","4315","455","1636","904"
"2020-08-22","336798","83903","209905","64","4834","510","5673","247","2132","80","6086","191","1006","4497","59","2170","4584","1740","39","41","1293","4609","489","1670","976"
"2020-08-23","342150","84923","212734","63","4861","534","5906","252","2258","82","6271","195","1040","4637","56","2278","4703","1837","58","43","1334","4817","517","1698","1053"
"2020-08-24","350863","86256","218390","64","4914","546","6114","259","2382","84","6623","193","1138","4809","58","2293","4764","1932","96","41","1378","5026","583","1752","1168"
"2020-08-25","359633","87567","223702","64","4966","581","6412","260","2509","83","6838","194","1177","5073","59","2415","4938","2109","110","40","1416","5382","654","1803","1281"
"2020-08-26","370184","89135","230330","63","5041","650","6767","272","2621","82","7074","195","1214","5349","59","2547","5173","2285","146","44","1479","5763","692","1854","1349"
"2020-08-27","380288","90355","236732","64","5104","699","7130","278","2781","82","7274","194","1272","5601","58","2669","5441","2464","182","51","1530","6234","745","1879","1469"
"2020-08-28","392005","91785","244218","65","5183","765","7505","313","2936","84","7621","194","1332","5943","59","2768","5591","2729","193","61","1618","6741","789","1908","1604"
"2020-08-29","401239","92982","249765","65","5281","808","7842","321","3061","84","7942","200","1360","6233","60","2845","5779","2911","206","86","1650","7147","841","1943","1827"
"2020-08-30","408422","94215","253650","65","5342","820","8134","317","3171","83","8091","200","1417","6549","62","2932","5870","3161","221","85","1734","7430","898","1982","1993"
"2020-08-31","417731","95602","258791","66","5417","899","8522","311","3338","84","8418","204","1588","6830","62","3036","5996","3320","223","147","1771","7905","938","2020","2243"
"2020-09-01","428239","96999","264950","67","5492","955","8914","314","3650","83","8542","212","1628","7191","66","3172","6175","3503","223","156","1808","8582","976","2102","2479"
"2020-09-02","439167","98343","271182","67","5576","983","9394","321","3838","84","8860","213","1695","7604","64","3263","6348","3687","255","177","1915","9329","1031","2135","2803"
"2020-09-03","451198","99756","278175","70","5682","1062","9843","330","3947","88","9217","214","1788","8148","64","3398","6506","3928","329","195","1962","10093","1095","2233","3075"
"2020-09-04","461878","101032","283855","71","5771","1101","10341","333","4113","90","9549","221","1887","8801","65","3471","6768","4197","358","210","2029","10806","1152","2272","3385"
"2020-09-05","471806","102118","289177","81","5912","1178","10765","335","4201","89","9875","230","1945","9284","65","3642","6937","4476","373","245","2167","11504","1219","2296","3692"
"2020-09-06","478788","102918","292444","86","6014","1217","11152","345","4293","90","10125","234","2039","9697","67","3819","6991","4632","377","247","2288","12119","1295","2345","3954"
"2020-09-07","488003","104007","297077","88","6056","1274","11608","386","4353","90","10480","243","2131","10320","71","3959","7198","4827","364","307","2322","12636","1343","2400","4463"
